Feature,1004577,1004578,1004579,1004580,1004581,1004582,1004583,1004584
高度(mm),2135,2050,2070,1990,2100,2100,2040,2060
驱动电机数,-,-,-,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
零胎压继续行驶,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-,-,-
长度(mm),5360,5035,5365,5055,5550,5390,5060,5545
长*宽*高(mm),5360×1700×2135,5035×1700×2050,5365×1650×2070,5055×1650×1990,5550×1700×2100,5390×1700×2100,5060×1700×2040,5545×1650×2060
铝合金轮圈,-,-,-,-,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,-,-,-,-,-,-,-,-
遥控钥匙,-,-,-,-,-,-,-,-
道路救援呼叫,-,-,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),3400,2990,3400,2990,3400,3400,2990,3400
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
车门数(个),4,2,4,2,4,4,2,4
车载电视,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车型名称,新豹MINI 2016款 1.2L双排2550后双轮CNGDK12-10,新豹MINI 2016款 1.2L单排3050后双轮CNGDK12-10,新豹MINI 2016款 1.2L双排2550后单轮CNGDK12-10,新豹MINI 2016款 1.2L单排3050后单轮CNGDK12-10,新豹MINI 2016款 1.2L双排2710后双轮DK12-10,新豹MINI 2016款 1.2L双排2550后双轮DK12-10,新豹MINI 2016款 1.2L单排3050后双轮DK12-10,新豹MINI 2016款 1.2L双排2710后单轮DK12-10
